addAplyQlfcCndCn,aplyPrdSeCd,aplyUrlAddr,aplyYmd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,bizPrdSeCd,bscPlanAsmtNo,bscPlanCycl,bscPlanFcsAsmtNo,bscPlanPlcyWayNo,earnCndSeCd,earnEtcCn,earnMaxAmt,earnMinAmt,etcMttrCn,frstRegDt,inqCnt,jobCd,lastMdfcnDt,lclsfNm,mclsfNm,mrgSttsCd,operInstCd,operInstCdNm,operInstPicNm,plcyAplyMthdCn,plcyAprvSttsCd,plcyExplnCn,plcyKywdNm,plcyMajorCd,plcyNm,plcyNo,plcyPvsnMthdCd,plcySprtCn,ptcpPrpTrgtCn,pvsnInstGroupCd,refUrlAddr1,refUrlAddr2,rgtrHghrkInstCd,rgtrHghrkInstCdNm,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,sbizCd,sbmsnDcmntCn,schoolCd,sprtArvlSeqYn,sprtSclCnt,sprtSclLmtYn,sprtTrgtAgeLmtYn,sprtTrgtMaxAge,sprtTrgtMinAge,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,srngMthdCn,zipCd
,0057003,,,20250101,20251231,,0056001,025,1,010,003,0043001,,0,0,,2025-07-15 09:11:13,9,0013003,2025-11-12 19:09:51,"일자리,교육","취업,미래역량강화",0055003,       ,,인재교육과 평생교육팀,,0044002,"가계곤란으로 학업유지가 어려운 학생, 성적우수자 및 각 분야별 우수인재 등에 장학금을 지원하여 울산을 이끌어 나아갈 인재로 육성",교육지원,0011009,울산 미래인재육성 장학사업,20250715005400211228,0042002,"   ○ 사업기간 : ‘25. 1. ~ 12.

  ○ 지원대상 : 초·중·고·대학교 신입생 및 재학생(※휴학생 및 정규 학제 기간 초과자 신청불가)

  ○ 지원인원 : 675명

  ○ 지원방법 : 학비 및 생활비 등 현금성 지원

  ○ 지원내용 : 7종 장학금 지원(울산인재,우수,생활,희망,다자녀,만학도,재능)

  ○ 주관기관 : 울산연구원(평생교육연구실)

  참고사이트 : 울산연구원(평생교육연구실)
  https://uill.uri.re.kr/index.do",,0054002,https://uill.uri.re.kr/index.do,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,"0014003,0014004,0014005,0014008",,"0049001,0049002,0049003,0049004,0049005,0049006",N,675,N,N,39,8,B554322,울산연구원,,,"31110,31140,31170,31200,31710"
산림창업에 관심있는 청년(만19세 ~ 39세) 누구나,0057001,http://url.kr/gptlpa,20250715 ~ 20250805,20250715,20251028,,0056001,005,1,002,001,0043001,,0,0,,2025-07-14 22:19:33,83,0013010,2025-07-15 09:39:52,일자리,창업,0055003,B552826,한국임업진흥원,,,0044002,"산림자원을 활용한 문제해결형 창업 아이디어를 발굴하고, 청년들에게 실질적인 창업 경험 기회를 제공","교육지원,장기미취업청년,맞춤형상담서비스",0011009,산림산업 창업지원_청년 임팩트 창업 아이디어 챌린지,20250714005400111227,0042013,"ㅇ 공모전명 : 2025 청년 林팩트 창업 아이디어 챌린지
ㅇ 주요내용 : 산림자원을 활용한 산촌문제 해결 아이디어를 발굴하고, 팀 매칭 아이디어 고도화·파일럿 활동을 통해 창업활동 경험 지원
ㅇ 일     정 : 2025.7.15.(화) ~ 10.28(화) / [참가신청: 7.15.(화)~8.5.(화)]
ㅇ 공모대상 : 산림분야 창업에 관심있는 청년 * 공고일(2025.7.15.)기준 만19~39세
ㅇ 시상내역 : 산림청장상, 한국임업진흥원장상 및 총350만원 상금
ㅇ 문의전화 : 공모전 운영사무국 (☎ 053-710-2043)
     * 상세내용(장소 및 일정, 접수방법 등)은 안내문, 포스터 등 참조",,0054001,www.kofpi.or.kr,,B000000,정부산하기관및위원회,B552826,한국임업진흥원,B000000,정부산하기관및위원회,0014010,"1. 신청사이트 URL을 통하여 참가신청서 작성
2. 한국임업진흥원 누리집(www.kofpi.or.kr)의 ‘알림/홍보’ - ‘입찰/공모’ 메뉴 '청년 임팩트 창업 아이디어 챌린지' 게시판의 창업 아이디어 제안서를 내려받아 작성 후 참가신청서에 첨부하여 제출",0049010,N,24,N,N,39,19,1400000,산림청,,,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
"○ 신청주체 
    - 대학 : 도내 4년제 대학으로 지역산업 육성분야의 전문인력 양성을 위한 특성화과정 개설이 가능한 대학
    - 기업 : 도내 입주 또는 입주예정인 지역산업육성 분야의 기업 및 연구기관*으로서, 교육과정 졸업생(이수자)의 100% 또는 일정비율(50% 이상) 채용을 확약하는 기업 및 연구기관
     * 연구기관은 도내 소재 정부 또는 지자체 출연 연구기관, 전문생산기술연구소, 대학교 산하 독립 연구기관으로 한정함.",0057001,,20250120 ~ 20250203,20250301,20260228,,0056001,025,1,010,003,0043001,,0,0,,2025-07-14 17:18:16,28,0013010,2025-07-15 09:45:14,일자리,취업,0055003,B551954,(재)전북테크노파크,김현호,"○ 대학과 기업이 컨소시엄을 구성해 신청
○ 제출 기한 내 방문 또는 우편 접수
  - 전북특별자치도 홈페이지(www.jeonbuk.go.kr) → 공고/고시에서 다운로드 받아 사용
  - 전북테크노파크 홈페이지(www.jbtp.or.kr) → 사업 공고에서 다운로드 받아 사용",0044002,현장중심의 융복합 산업인력 확보 및 기업수요에 맞는 전문인력 양성,교육지원,0011005,지역특성화산업 전문인력양성사업,20250714005400211226,0042002,"대학과 기업 간에 체결한 채용협약을 근거로 하여 기업 맞춤형 교육 과정을 개설·운영하고, 수료 시 해당 기업에 취업을 보장하는 새로운 형식의 산·학 협력 플랫폼 구축",기업 및 연구기관이 특별한 사유 없이 졸업생에 대한 채용을 거부할 경우 사업 참여에 제한이 있을 수 있음.,0054002,,,6540000,전북특별자치도,6540333,전북특별자치도 특별자치교육협력국,6540000,전북특별자치도,0014010,"제출 공문 1부
[양식 1] 사업계획서 10부(첨부파일 포함)
[양식 2] 증빙자료 10부(첨부파일 포함)
[양식 3] 참여기업 리스트
[양식 4] 사업비 편성 세부 현황","0049005,0049006,0049007",N,215,N,Y,0,0,6540333,특별자치교육협력국,엄정훈,"○ 평가위원회 구성
   - 위원 : 7명 내외
   - 구성 : 도외 산․학․연 전문가로 구성
    ※ 평가의 공정성 확보를 위해 신청한 대학 및 기업 관계자 제외
 ○ 평가방법 및 선정
   - 사업계획서 등에 대해 검토 시 필요할 경우 현장실태조사 실시
   - 평가방법: 대학에서 제출한 사업계획서와 발표평가를 바탕으로 평가위원회에서 평가지표에 따른         심사결과를 반영하여 지원 순위 결정 후, 전북특별자치도에서 최종 확정
   - 서류검토 → 발표평가 → 지원대상 결정(도) ","11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
,0057003,,,        ,        ,'23.8~계속,0056002,013,1,006,002,0043001,,0,0,,2025-07-14 15:51:20,103,0013010,2026-01-01 00:00:00,주거,전월세 및 주거급여 지원,0055003,1613000,국토교통부,,,0044002,최근 전세사기 피해에 취약한 저소득 청년들의 피해 예방을 위해 보증보험 가입 유도를 위한 청년 임차인 납부 반환보증 보증료 지원,주거지원,0011009,전세보증금 반환보증 보증료 지원,20250714005400111223,0042006,"  ○ 사업기간 : ’23. 8. ~ 계속

  ○ 지원대상 : 임차보증금 3억원 이하 전세보증금반환보증에 가입한 무주택 청년(19세~39세)·청년 외(추가)·신혼부부 임차인

  ○ 지원조건 : 연소득 (청년) 5천만원 이하, (청년 외) 6천만원 이하, (신혼부부) 7.5천만원 이하

  ○ 지원금액 : 반환보증보증료 가입비(30만원 이내 실비)

  ○ 지원인원 : 신청 및 선정 대상 전원

  ○ 지원방법 : 현금 지급

  ○ 주관기관 : 국토교통부

참고사이트 : 울산주거지원사업 https://www.ulsan.go.kr/s/house/main.ulsan",,0054002,https://www.ulsan.go.kr/s/house/main.ulsan,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,19,1613000,국토교통부,건축정책과 주거지원팀,,"31110,31140,31170,31200,31710"
,0057003,,,        ,        ,'22.8~계속,0056002,013,1,006,002,0043001,,0,0,,2025-07-14 15:42:57,727,0013010,2026-01-01 00:00:00,주거,전월세 및 주거급여 지원,0055003,1613000,국토교통부,,,0044002,경제상황 악화로 고용 여건이 어려운 청년층의 주거비 부담경감 도모,주거지원,0011009,청년월세 한시 특별지원사업,20250714005400111222,0042006,"○ 사업기간 : '22. 8. ~ 계속

○ 지원대상 : 19세 ~ 34세 이하 원가구 기준 중위소득 100% 이하, 청년 독립가구 기준 중위소득 60% 이하인 무주택 미혼 청년 가구 세대주

○ 지원금액 : 월 임차료 20만원이내 실비

○ 지원인원 : 선정대상 1,400가구

○ 지원방법 : 현금 지급

○ 지원내용 : 월 임차료

○ 주관기관 : 국토교통부

참고사이트 : 울산주거지원사업 https://www.ulsan.go.kr/s/house/main.ulsan",,0054002,https://www.ulsan.go.kr/s/house/main.ulsan,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,1400,N,N,34,19,6310000,울산광역시,건축정책과 주거지원팀,,"31110,31140,31170,31200,31710"
,0057003,,,        ,        ,'21.4~계속,0056002,013,1,006,002,0043001,,0,0,,2025-07-14 15:34:36,1503,0013010,2026-01-01 00:00:00,주거,전월세 및 주거급여 지원,0055003,       ,,,,0044002,"주거비 부담으로 출산을 포기하는 신혼부부 가구에게 공공임대주택 주거비(임대료, 관리비)를 무상 지원하여 출산율 제고 및 주거안정 도모",주거지원,0011009,신혼부부 가구 주거비 지원사업,20250714005400211220,0042006,"○ 사업기간 : '21. 4. ~ 계속

○ 지원대상 : 공공임대주택에 입주한 19세 ~ 45세 이하 신혼부부 가구

○ 지원인원 : 919명

○ 지원방법 : 매월 25일 계좌지급

○ 주관기관 : 울산광역시

○ 지원내용 : 임대료 및 관리비 등 무상 지원
- 임대료 지원(750가구) : 자녀 수와 유형별에 따른 지원금액 상이
- 관리비 지원 : 1자녀 월 5만원 / 2자녀 월 10만원 지원
- 임차보증금 이자 지원(140가구) : 월 5만원 지원(실비지급)

참고사이트 : 울산주거지원사업 https://www.ulsan.go.kr/s/house/main.ulsan",,0054002,https://www.ulsan.go.kr/s/house/main.ulsan,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,890,N,N,45,19,6310000,울산광역시,건축정책과 주거지원팀,,"31110,31140,31170,31200,31710"
,0057003,,,20250101,20251231,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 14:33:02,852,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,"취학, 구직 등의 사유로 부모와 떨어져 주거지를 달리하는 30세 미만 미혼청년에게 주거급여를 별도로 지급하여 경제적 부담 경감",주거지원,0011009,청년 주거급여 분리지급,20250714005400111219,0042006," 
○ 사업기간 : '25. 1. ~ 12.

○ 지원대상 : 주거급여 수급가구 내 만 19세 이상 30세 미만 미혼자녀

○ 지원금액 : 1인 가구 최대 월 35.2만원, 4인 가구 최대 월 54.5만원

○ 지원인원 : 263명

○ 지원방법 : 매월 20일 계좌지급

○ 지원내용 : 임차료 및 수선유지급여 지원

○ 주관기관 : 울산광역시
참고사이트 : 울산주거지원사업 https://www.ulsan.go.kr/s/house/main.ulsan",,0054002,https://www.ulsan.go.kr/s/house/main.ulsan,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,263,N,N,30,19,6310000,울산광역시,건축정책과 주거지원팀,,"31110,31140,31170,31200,31710"
,0057003,,,20201201,20270430,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 14:30:42,56,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,"산업단지 근로자의 주거불안 해소와 청년 창업을 연계할 수 있는 공공 임대주택을 공급하여 주거안정 및 일자리 창출
",주거지원,0011009,매곡산업단지 복합개발사업,20250714005400111218,0042006," 
○ 위 치 : 북구 매곡동 884-5번지(매곡3일반산업단지 내)

○ 사업규모 : 대지 2,734.1㎡(시유지) 연면적 16,234,62㎡, 지상 17층

○ 사업내용 : 행복주택 144호, 공영주차장 130대

○ 사업기간 : '20. 12. ~ '27. 4.",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,18,6310000,울산광역시,건축정책과 주거지원팀,,31200
,0057003,,,20240101,20261231,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 14:28:15,150,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,청년·신혼부부의 주거비 부담해소를 위해 신속한 공공주택 공급 방안인 신축 매입약정형 임대주택 사업을 도입하여 주거안정 도모,주거지원,0011009,신축 매입약정형 임대주택 공급,20250714005400111217,0042006," 
○ 위 치 : 울산광역시 전역(대학가, 교통편의지역 등 주거선호도가 높은 지역)

○ 규 모 : 임대주택 120호(청년)

○ 사업기간 : '24. 1. ~ '26. 12.

○ 사 업 비 : 15,600백만원(국 6,048 / 기 6,720 / 시 2,832)",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,19,6310000,울산광역시,건축정책과 주거지원팀,,"31110,31140,31170,31200,31710"
,0057003,,,20230501,20260228,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 14:15:05,101,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,청년가구 주거만족도가 높은 선호지(시소유)에 특화된 설계로 건립하여 청년가구 주거 만족도 향상,주거지원,0011009,양정동 청년희망주택 건립,20250714005400111216,0042006,"○ 위 치 : 울산광역시 북구 양정동 776 - 4번지

○ 규 모 : 부지면적 312㎡, 연면적 620㎡, 지상 5층
   - 1층 : 주차장
   - 2 ~ 5층 : 청년희망주택 18호, 공유오피스 1호

○ 사업기간 : '23. 5. ~ '26. 2.

○ 사 업 비 : 3,914백만원(국 837 / 시 3,077)",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,19,6310000,울산광역시,건축정책과 주거지원팀,,31200
,0057003,,,20230501,20260228,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 14:13:23,219,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,청년가구 주거만족도가 높은 선호지(시소유)에 특화된 설계로 건립하여 청년가구 주거 만족도 향상,주거지원,0011009,방어동 청년희망주택 건립,20250714005400111215,0042006," 
○ 위 치 : 울산광역시 남구 방어동 481 - 97번지

○ 규 모 : 부지면적 1,076㎡, 연면적 1,569㎡, 지상 5층
  - 1층 : 주차장
  - 2 ~ 5층 : 청년희망주택 36호, 공유오피스 2호

○ 사업기간 : '23. 5. ~ '26. 2.

○ 사 업 비 : 9,690백만원(국 1,674 / 시 8,016)
  ",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,18,6310000,울산광역시,건축정책과 주거지원팀,,31140
,0057003,,,20230501,20260228,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 14:06:20,64,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,청년가구 주거만족도가 높은 선호지(시소유)에 특화된 설계 건립하여 청년가구 주거 만족도 향상,주거지원,0011009,백합 청년희망주택 건립,20250714005400111214,0042006,"○ 위 치 : 울산광역시 남구 삼산동 1530 -4 번지

○ 규 모 : 부지면적 594㎡, 연면적 969㎡, 지상 5층
   - 1층 : 주차장
   - 2 ~ 5층 : 청년희망주택 23호, 공유오피스 3호

○ 사업기간 : '23. 5. ~ '26. 2.

○ 사 업 비 : 4,662백만원(국 1,070 / 시 3,592)",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,18,6310000,울산광역시,건축정책과 주거지원팀,,31140
,0057003,,,20230501,20260228,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 13:58:29,348,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,청년가구 주거만족도가 높은 선호지(시소유)에 특화된 설계로 건립하여 청년가구 주거 만족도 향상,주거지원,0011009,달동 청년희망주택 건립,20250714005400111213,0042006," 
○ 위 치 : 울산광역시 남구 달동 1279 - 1 번지

○ 규 모 : 부지면적 599㎡, 연면적 1,056㎡, 지상 5층
  - 1층 : 주차장
  - 2 ~ 5층 : 청년희망주택 26호, 공유오피스 3호

○ 사업기간 : '23. 5. ~ '26. 2.

○ 사 업 비 : 5,082백만원(국 1,209 / 시 3,873)",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,18,6310000,울산광역시,건축정책과 주거지원팀,,31140
,0057003,,,20230501,20260228,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 13:56:24,182,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,청년가구 주거만족도가 높은 선호지(시소유)에 특화된 설계로 건립하여 청년가구 주거 만족도 향상,주거지원,0011009,삼산동 청년희망주택 건립,20250714005400111212,0042006,"○ 위 치 : 울산광역시 남구 삼산동 1554 - 3번지

○ 규 모 : 부지면적 581㎡ , 연면적 1,104㎡ , 지상 5층
   - 1층 : 주차장
   - 2 ~ 5층 : 청년희망주택 31호, 공유오피스 3호

○ 사업기간 : '23. 5 ~ '26. 2

○ 사 업 비 : 5,170백만원(국 1,442 / 시 3,728)",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,18,6310000,울산광역시,건축정책과 주거지원팀,,31140
,0057003,,,20220101,20260228,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 13:44:16,175,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,청년가구 주거만족도가 높은 선호지(시소유)에 특화된 설계로 건립하여 청년가구 주거 만족도 향상,주거지원,0011009,태화동 청년희망주택 건립,20250714005400111211,0042006," 
○ 위 치 : 울산광역시 중구 태화동 21 -2

○ 규 모 : 부지면적 501㎡ , 연면적 650㎡, 지상 5층
- 1층 : 주차장
-2 ~ 5층 : 청년희망주택 16호, 공유오피스 3호

○ 사업기간 : '22. 1. ~ '26. 2.

○ 사 업 비 : 4,187백만원(국 744, 시 3,443)",,0054002,,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,18,6310000,울산광역시,건축정책과 주거지원팀,,31110
,0057003,,,20220101,20250430,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 13:37:24,324,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,청년가구 주거만족도가 높은 선호지(시소유)에 특화된 설계로 건립하여 청년가구 주거 만족도 향상,주거지원,0011009,신정동 청년희망주택 건립,20250714005400111210,0042006," 
○ 위 치 : 울산광역시 남구 신정동 168 - 2

○ 규 모 : 부지면적 658㎡, 연면적 1,983㎡, 지하 1층 지상 5층
   - 1층 : 주차장
   - 2~ 5 층 : 청년희망주택 38호, 공유 오피스 4호

○ 사업기간 : '22. 1. ~ '25. 4.

○ 사 업 비 : 7,761백만원(국 1,601, 시 6,160)

참고사이트 : 울산주거지원사업 https://www.ulsan.go.kr/s/house/main.ulsan",,0054002,https://www.ulsan.go.kr/s/house/main.ulsan,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,0,N,N,39,18,6310000,울산광역시,건축정책과 주거지원팀,,"31110,31140,31170,31200,31710"
,0057003,,,20250101,20251231,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 13:32:20,74,0013010,2026-01-01 00:00:00,주거,주택 및 거주지,0055003,       ,,,,0044002,"사회초년생, 신혼부부 등 청년층의 주거안정 도모 / 청년층의 주거안정을 위한 저렴한 공공임대주택 공급 확대",주거지원,0011009,상안지구 행복주택 건립,20250714005400111209,0042006," 
○ 위 치 : 울산광역시 북구 상안동 343 일원

○ 사업기간 : '17. ~ '27.

○ 세 대 수 : 행복주택 102세대(신혼부부 70호, 청년ㆍ주거약자 32호)

○ 사 업 비 : 21,298백만원(국 6,896 기금 5,363, 도시공사 14,402)

참고사이트 : 울산주거지원사업 https://www.ulsan.go.kr/s/house/main.ulsan",,0054002,https://www.ulsan.go.kr/s/house/main.ulsan,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,102,N,Y,0,0,6310000,울산광역시,울산도시공사 주택사업팀,,"31110,31140,31170,31200,31710"
,0057001,,20170101 ~ 20271231,20250101,20251231,,0056001,010,1,005,002,0043001,,0,0,,2025-07-14 13:28:29,64,0013010,2025-11-12 19:10:23,주거,주택 및 거주지,0055003,       ,,,,0044002,"사회초년생, 신혼부부 등 청년층의 주거안정 도모 / 청년층의 주거안정을 위한 저렴한 공공임대주택 공급 확대",주거지원,0011009,상안지구 행복주택 건립,20250714005400111208,0042013,"○ 위 치 : 울산광역시 북구 상안동 343 일원

○ 사업기간 : '17. ~ '27.

○ 세 대 수 : 행복주택 102세대(신혼부부 70호, 청년ㆍ주거약자 32호)

○ 사 업 비 : 21,298백만원(국 6,896 기금 5,363, 도시공사 14,402)

참고사이트 : 울산주거지원사업 https://www.ulsan.go.kr/s/house/main.ulsan",,0054001,https://www.ulsan.go.kr/s/house/main.ulsan,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,70,N,Y,0,0,6310000,울산광역시,울산도시공사 주택사업팀,,"31110,31140,31170,31200,31710"
,0057003,,,20250101,20251231,,0056001,005,1,002,001,0043001,,0,0,,2025-07-14 13:22:34,13,0013010,2026-01-01 00:00:00,일자리,창업,0055003,       ,,,,0044002,"영농창업 초기 재정적 어려움을 겪는 청년농업인에게 영농기반시설(농지, 시설) 임차료와 정책자금 대출이자 부담을 완화하여 안정적 농업 농촌 정착 도모",교육지원,0011009,청년농업인 영농 스타트업 지원,20250714005400211207,0042002," 
  ○ 사업기간 : ’25. 1. ~ 12.

  ○ 사업대상 : 청년농업인(영농정착지원사업 선발자)

  ○ 사업인원 : 30명  

  ○ 사업내용
     - 영농기반시설(농지·시설) 임차비 지원 : 6명
     - 창업자금(정책자금) 이자부담금 중 1% 지원 : 24명    

  ○ 지원금액 : 임차비(최대 5백만원), 이차보전(이자부담금) 1% 한도내 지원

  ○ 지원방법 : 개인별 계좌 입금",,0054002,https://www.ulsan.go.kr/u/rep/transfer/notice/list.ulsan?mId=001004002000000000,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,70,N,N,39,18,6310000,울산광역시,농축산과 농업지원팀,,"31110,31140,31170,31200,31710"
,0057003,,,20250101,20251231,,0056001,005,1,002,001,0043001,,0,0,,2025-07-14 11:56:30,35,0013010,2026-01-01 00:00:00,일자리,창업,0055003,       ,,,,0044002,"청년 농업인 영농정착 지원으로 젊고 유능한 인재의 농업 분야 진출 촉진, 농촌 고령화 완화 등 농업 생활환경 및 인력구조 개선 도모",보조금,0011009,청년농업인 영농정착금 지원사업,20250714005400111206,0042006,"○ 사업기간 : '25. 1. ~ 12.

○ 지원대상 : 만 18세 이상 ~ 40세 미만, 영농경력 3년이하 독립경영자

○ 지원금액 : 연차별 정착금 매월 110 ~ 90만원 차등 지급

○ 지원인원 : 70명(신규 30명 포함)

○ 지원방법 : 청년농업 희망카드 발급, 바우처 방식 지급",,0054002,https://www.ulsan.go.kr/u/rep/transfer/notice/list.ulsan?mId=001004002000000000,,6310000,울산광역시,6310728,울산광역시 기업투자국,6310000,울산광역시,0014010,,0049010,N,70,N,N,40,18,6310000,울산광역시,농축산과 농업지원팀,,"31110,31140,31170,31200,31710"
